Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected,"Total Damages, Adjusted ('000 US$)",CPI
2016-0206-USA,2016,Natural,Climatological,Wildfire,Forest fire,,USA,2016,6,2016,6,,891,169351,88.57345288
2016-0022-USA,2016,Technological,Technological,Transport accident,Air,Helicopter,USA,2016,1,2016,1,12,,,88.57345288
2016-0013-USA,2016,Technological,Technological,Industrial accident,Gas leak,,USA,2016,1,2016,1,,,,88.57345288
2016-0170-USA,2016,Natural,Hydrological,Flood,,,USA,2016,4,2016,4,11,,,88.57345288
2016-0515-AUS,2016,Natural,Biological,Epidemic,Viral disease,Dengue,AUS,2016,1,2016,1,,2016,,88.57345288
2016-0428-AUS,2016,Natural,Hydrological,Flood,,,AUS,2016,9,2016,9,1,280,28225,88.57345288
2016-0243-CAN,2016,Natural,Hydrological,Flood,,,CAN,2016,6,2016,6,,300,,88.57345288
2017-0360-DEU,2017,Natural,Meteorological,Storm,Convective storm,,DEU,2017,8,2017,8,3,24,175768,90.46017931
2017-0072-AUS,2017,Natural,Climatological,Wildfire,,Sir Ivan fire,AUS,2017,2,2017,2,,143,22109,90.46017931
2017-0271-CAN,2017,Natural,Climatological,Wildfire,,"Gustafsen, Wildwood, Elephant Hill Fires",CAN,2017,7,2017,9,,43441,,90.46017931
2017-0105-AUS,2017,Natural,Meteorological,Storm,Tropical cyclone,Debbie,AUS,2017,3,2017,4,12,45000,2984739,90.46017931
2017-0562-AUS,2017,Natural,Meteorological,Storm,Convective storm,,AUS,2017,3,2017,3,,6000,541675,90.46017931
2017-0126-CAN,2017,Natural,Hydrological,Flood,,,CAN,2017,5,2017,5,2,16113,221092,90.46017931
2017-0471-CAN,2017,Natural,Hydrological,Flood,,,CAN,2017,8,2017,8,,3000,,90.46017931
2017-0350-CHE,2017,Natural,Geophysical,Mass movement (dry),Rockfall,,CHE,2017,8,2017,8,8,200,,90.46017931
2017-0565-DEU,2017,Natural,Meteorological,Storm,Convective storm,,DEU,2017,6,2017,6,2,,818040,90.46017931
2017-0310-DEU,2017,Natural,Hydrological,Flood,Riverine flood,,DEU,2017,7,2017,7,,600,,90.46017931
2017-0241-DEU,2017,Technological,Technological,Transport accident,Road,,DEU,2017,7,2017,7,18,30,,90.46017931
2018-0299-CAN,2018,Natural,Climatological,Wildfire,Forest fire,,CAN,2018,7,2018,8,,3000,,92.6696698
2018-0002-CHE,2018,Natural,Meteorological,Storm,Convective storm,Eleanor,CHE,2018,1,2018,1,,16,,92.6696698
2018-0025-DEU,2018,Natural,Meteorological,Storm,Extra-tropical storm,'Friederike' (David),DEU,2018,1,2018,1,5,12,635024,92.6696698
2018-0459-AUS,2018,Natural,Meteorological,Extreme temperature ,Heat wave,,AUS,2018,12,2019,1,,,,92.6696698
2018-9258-AUS,2018,Natural,Climatological,Drought,Drought,,AUS,2018,1,2018,8,,,1294922,92.6696698
2018-0123-AUS,2018,Natural,Hydrological,Flood,,,AUS,2018,3,2018,3,,600,12302,92.6696698
2018-0366-CAN,2018,Natural,Meteorological,Storm,Convective storm,,CAN,2018,9,2018,9,,930,350708,92.6696698
2018-0195-CAN,2018,Natural,Meteorological,Extreme temperature ,Heat wave,,CAN,2018,6,2018,7,70,,,92.6696698
2018-0110-CAN,2018,Technological,Technological,Transport accident,Road,,CAN,2018,4,2018,4,16,13,,92.6696698
2018-0160-CAN,2018,Natural,Hydrological,Flood,,,CAN,2018,5,2018,5,,4000,,92.6696698
2018-0261-CHE,2018,Technological,Technological,Transport accident,Air,Junkers JU52 HB-HOT,CHE,2018,8,2018,8,20,,,92.6696698
2018-0235-DEU,2018,Natural,Meteorological,Extreme temperature ,Heat wave,,DEU,2018,7,2018,7,,,,92.6696698
2019-0171-CAN,2019,Natural,Hydrological,Flood,,,CAN,2019,4,2019,5,1,19500,847915,94.3490925
2019-0084-AUS,2019,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2019,3,2019,3,,627,,94.3490925
2019-0001-CHE,2019,Natural,Meteorological,Storm,Convective storm,,CHE,2019,1,2019,1,4,,,94.3490925
2019-0028-AUS,2019,Natural,Hydrological,Flood,Riverine flood,,AUS,2019,1,2019,2,3,9900,2119787,94.3490925
2019-0001-DEU,2019,Natural,Meteorological,Storm,Convective storm,,DEU,2019,1,2019,1,1,,,94.3490925
2016-0284-MEX,2016,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Earl',MEX,2016,8,2016,8,54,11000,,88.57345288
2016-0424-MEX,2016,Natural,Hydrological,Flood,Flash flood,,MEX,2016,11,2016,11,2,35000,,88.57345288
2016-0325-MEX,2016,Natural,Hydrological,Flood,,,MEX,2016,9,2016,9,3,6000,,88.57345288
2016-0319-MEX,2016,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Newton,MEX,2016,9,2016,9,11,10500,56450,88.57345288
2016-9452-KEN,2016,Natural,Climatological,Drought,Drought,,KEN,2016,6,2018,1,,3400000,,88.57345288
2016-0484-KEN,2016,Technological,Technological,Transport accident,Road,,KEN,2016,12,2016,12,33,,,88.57345288
2016-0574-KEN,2016,Technological,Technological,Miscellaneous accident,Collapse,,KEN,2016,4,2016,4,49,,,88.57345288
2016-0333-MEX,2016,Natural,Hydrological,Flood,Flash flood,,MEX,2016,9,2016,10,5,3000,28225,88.57345288
2016-0532-MEX,2016,Natural,Hydrological,Flood,Flash flood,,MEX,2016,2,2016,2,2,3000,,88.57345288
2016-0501-MEX,2016,Technological,Technological,Miscellaneous accident,Explosion,Fireworks market,MEX,2016,12,2016,12,42,72,,88.57345288
2016-0332-MEX,2016,Natural,Hydrological,Flood,,,MEX,2016,9,2016,9,13,6000,,88.57345288
2017-0382-MEX,2017,Natural,Geophysical,Earthquake,Ground movement,,MEX,2017,9,2017,9,98,1200250,2542555,90.46017931
2017-0168-MEX,2017,Natural,Meteorological,Storm,Tropical cyclone,Beatriz,MEX,2017,6,2017,6,6,600,,90.46017931
2017-0334-MEX,2017,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Franklin',MEX,2017,8,2017,8,,300,2211,90.46017931
2017-0392-MEX,2017,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Katia,MEX,2017,9,2017,9,3,1110,,90.46017931
2017-0387-MEX,2017,Natural,Geophysical,Earthquake,Ground movement,,MEX,2017,9,2017,9,369,256000,6632753,90.46017931
2017-0376-MEX,2017,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Lidia',MEX,2017,8,2017,9,20,1000,,90.46017931
2017-0205-KEN,2017,Natural,Hydrological,Flood,Riverine flood,,KEN,2017,5,2017,5,26,25000,,90.46017931
2017-0557-KEN,2017,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2017,1,2017,11,76,3967,,90.46017931
2017-0447-KEN,2017,Natural,Biological,Epidemic,Viral disease,Marburg,KEN,2017,10,2017,11,,1,,90.46017931
2017-0552-KEN,2017,Natural,Biological,Epidemic,Viral disease,Chikungunya,KEN,2017,12,2018,2,,453,,90.46017931
2017-0005-KEN,2017,Technological,Technological,Transport accident,Road,,KEN,2017,1,2017,1,11,,,90.46017931
2017-0116-KEN,2017,Technological,Technological,Transport accident,Road,,KEN,2017,4,2017,4,26,,,90.46017931
2017-0533-KEN,2017,Technological,Technological,Transport accident,Road,,KEN,2017,12,2017,12,36,11,,90.46017931
2017-0191-KEN,2017,Technological,Technological,Transport accident,Water,Migrants,KEN,2017,6,2017,6,10,,,90.46017931
2017-0498-MEX,2017,Natural,Hydrological,Flood,Riverine flood,,MEX,2017,9,2017,10,2,800,,90.46017931
2017-0100-MEX,2017,Technological,Technological,Transport accident,Road,,MEX,2017,4,2017,4,24,9,,90.46017931
2017-0210-MEX,2017,Technological,Technological,Transport accident,Road,,MEX,2017,5,2017,5,17,31,,90.46017931
2017-0518-MEX,2017,Technological,Technological,Transport accident,Road,,MEX,2017,12,2017,12,11,12,,90.46017931
2017-0523-MEX,2017,Technological,Technological,Transport accident,Road,,MEX,2017,12,2017,12,12,2,,90.46017931
2017-0127-MEX,2017,Technological,Technological,Miscellaneous accident,Explosion,Firework depot,MEX,2017,5,2017,5,14,22,,90.46017931
2018-0148-KEN,2018,Natural,Hydrological,Flood,,,KEN,2018,5,2018,5,47,,,92.6696698
2018-0421-MEX,2018,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Vicente',MEX,2018,10,2018,10,14,,7559,92.6696698
2018-0172-KEN,2018,Technological,Technological,Transport accident,Air,,KEN,2018,6,2018,6,10,,,92.6696698
2018-0107-KEN,2018,Technological,Technological,Transport accident,Road,,KEN,2018,4,2018,4,17,,,92.6696698
2018-0362-KEN,2018,Technological,Technological,Transport accident,Road,,KEN,2018,10,2018,10,51,,,92.6696698
2018-0187-KEN,2018,Technological,Technological,Miscellaneous accident,Fire,Open market,KEN,2018,6,2018,6,15,70,,92.6696698
2018-0116-KEN,2018,Natural,Hydrological,Flood,,,KEN,2018,3,2018,3,15,,,92.6696698
2018-0132-KEN,2018,Natural,Hydrological,Flood,,,KEN,2018,3,2018,5,72,211188,377686,92.6696698
2018-0315-MEX,2018,Natural,Geophysical,Earthquake,Ground movement,,MEX,2018,2,2018,2,,3004,,92.6696698
2018-0367-MEX,2018,Natural,Hydrological,Flood,Flash flood,,MEX,2018,9,2018,9,20,120,,92.6696698
2018-0406-MEX,2018,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Willa,MEX,2018,10,2018,10,6,10000,579262,92.6696698
2018-0035-MEX,2018,Technological,Technological,Transport accident,Air,Helicopter,MEX,2018,2,2018,2,14,,,92.6696698
2018-0228-MEX,2018,Technological,Technological,Transport accident,Road,,MEX,2018,7,2018,7,13,,,92.6696698
2018-0274-MEX,2018,Technological,Technological,Miscellaneous accident,Explosion,Fireworks depot,MEX,2018,7,2018,7,12,,,92.6696698
2019-9145-KEN,2019,Natural,Climatological,Drought,Drought,,KEN,2019,1,2019,9,,2600000,,94.3490925
2019-0192-KEN,2019,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2019,1,2019,5,26,3847,,94.3490925
2019-0190-MEX,2019,Technological,Technological,Transport accident,Air,Bombardier Challenger 601,MEX,2019,5,2019,5,13,,,94.3490925
2019-0103-MEX,2019,Technological,Technological,Transport accident,Road,,MEX,2019,3,2019,3,23,33,,94.3490925
2019-0019-MEX,2019,Technological,Technological,Industrial accident,Explosion,Oleoduc,MEX,2019,1,2019,1,125,22,,94.3490925
2008-0669-USA,2008,Technological,Technological,Industrial accident,Explosion,Sugar Refinery,USA,2008,2,2008,2,13,40,406513,79.4563044
2016-0322-USA,2016,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Hermine,USA,2016,9,2016,9,3,14070,677404,88.57345288
2016-0331-USA,2016,Natural,Hydrological,Flood,Riverine flood,,USA,2016,9,2016,9,1,,620954,88.57345288
2016-0477-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,11,2016,12,8,33,310477,88.57345288
2016-0521-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,12,2016,12,22,,112901,88.57345288
2016-0355-USA,2016,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Matthew',USA,2016,10,2016,10,49,,11290065,88.57345288
2016-0550-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,4,2017,4,6,19,,88.57345288
2016-0493-USA,2016,Natural,Geophysical,Earthquake,Ground movement,,USA,2016,11,2016,11,,120,22580,88.57345288
2016-0264-USA,2016,Natural,Climatological,Wildfire,Forest fire,Sand Fire,USA,2016,7,2016,8,2,420,56450,88.57345288
2016-0297-USA,2016,Natural,Climatological,Wildfire,Forest fire,Clayton Fire,USA,2016,8,2016,8,,567,112901,88.57345288
2016-0463-USA,2016,Natural,Climatological,Wildfire,Forest fire,,USA,2016,11,2016,12,14,6574,1354808,88.57345288
2016-0277-USA,2016,Technological,Technological,Transport accident,Air,Ballooning,USA,2016,7,2016,7,16,,,88.57345288
2016-0408-USA,2016,Technological,Technological,Transport accident,Road,,USA,2016,10,2016,10,13,31,,88.57345288
2016-0353-USA,2016,Technological,Technological,Transport accident,Rail,,USA,2016,9,2016,9,1,110,,88.57345288
2016-0466-USA,2016,Technological,Technological,Miscellaneous accident,Fire,Party in a festival,USA,2016,12,2016,12,36,2,,88.57345288
2016-0292-USA,2016,Natural,Hydrological,Flood,,,USA,2016,8,2016,8,13,70000,11290065,88.57345288
2016-0552-USA,2016,Natural,Hydrological,Flood,,,USA,2016,3,2016,3,5,,2596715,88.57345288
2016-0354-VEN,2016,Technological,Technological,Transport accident,Road,,VEN,2016,9,2016,9,11,14,,88.57345288
2016-0522-VEN,2016,Natural,Hydrological,Flood,,,VEN,2016,11,2016,12,,,,88.57345288
2017-0039-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,1,2017,1,3,,442184,90.46017931
2017-0136-USA,2017,Natural,Hydrological,Flood,,,USA,2017,4,2017,5,20,70,1879280,90.46017931
2017-0336-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,8,2017,8,,630,221092,90.46017931
2017-0542-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,12,2018,1,22,,1216005,90.46017931
2017-0062-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,2,2017,2,5,200000,1658188,90.46017931
2017-0234-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,6,2017,6,,,1547642,90.46017931
2017-0564-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,3,2017,3,1,,2984739,90.46017931
2017-0362-USA,2017,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Harvey,USA,2017,8,2017,8,88,582024,105018585,90.46017931
2017-0070-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,2,2017,3,4,612,2100372,90.46017931
2017-0203-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,5,2017,5,,,3426922,90.46017931
2017-0563-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,3,2017,3,2,615,2432009,90.46017931
2017-0253-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,6,2017,6,,2,2210918,90.46017931
2017-0512-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,11,2017,11,,8,287419,90.46017931
2017-0381-USA,2017,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Irma',USA,2017,9,2017,9,97,70000,63011151,90.46017931
2017-9342-TCD,2017,Natural,Climatological,Drought,Drought,,TCD,2017,3,2017,5,,1886800,,90.46017931
2017-0421-TCD,2017,Natural,Biological,Epidemic,Bacterial disease,Cholera,TCD,2017,8,2017,10,58,652,,90.46017931
2017-0108-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,3,2017,3,11,12,1105459,90.46017931
2017-0022-USA,2017,Natural,Meteorological,Storm,Convective storm,,USA,2017,1,2017,1,24,200,1216005,90.46017931
2017-0282-USA,2017,Natural,Hydrological,Flood,Flash flood,,USA,2017,7,2017,7,10,,,90.46017931
2017-0058-USA,2017,Natural,Hydrological,Flood,Riverine flood,,USA,2017,2,2017,2,,300,,90.46017931
2017-0383-USA,2017,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Maria',USA,2017,9,2017,9,4,,,90.46017931
2017-0410-USA,2017,Natural,Meteorological,Storm,Tropical cyclone,Tropical depression'16/Hurricane 'Nate',USA,2017,10,2017,10,,60,276365,90.46017931
2017-0252-USA,2017,Natural,Climatological,Wildfire,Forest fire,"Wall Fire, Alamo Fire, Whittier Fire",USA,2017,7,2017,7,,156,,90.46017931
2017-0434-USA,2017,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)","Tubbs, Atlas, Nuns Fires",USA,2017,6,2017,12,43,9185,14370964,90.46017931
2017-0309-USA,2017,Technological,Technological,Transport accident,Air,Military plane KC-130,USA,2017,7,2017,7,16,,,90.46017931
2017-0004-USA,2017,Technological,Technological,Transport accident,Rail,,USA,2017,1,2017,1,,103,,90.46017931
2017-0572-USA,2017,Technological,Technological,Industrial accident,Explosion,Cosmetics factory,USA,2017,11,2017,11,1,125,,90.46017931
2017-9550-USA,2017,Natural,Climatological,Drought,Drought,,USA,2017,3,2017,12,,,2763647,90.46017931
2017-0534-USA,2017,Technological,Technological,Miscellaneous accident,Fire,Appartment building,USA,2017,12,2017,12,13,3,,90.46017931
2017-0511-USA,2017,Natural,Climatological,Wildfire,,'Thomas',USA,2017,12,2017,12,2,2963,2432009,90.46017931
2018-0111-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,3,2018,3,9,,2481934,92.6696698
2018-0130-USA,2018,Natural,Hydrological,Flood,,,USA,2018,4,2018,4,,1596,134888,92.6696698
2018-0146-USA,2018,Natural,Geophysical,Volcanic activity,Lava flow,Kilauea,USA,2018,5,2018,5,,2500,539551,92.6696698
2018-0258-USA,2018,Natural,Climatological,Wildfire,Forest fire,Carr and Mendocino Complex fires,USA,2018,7,2018,8,14,3237,1079102,92.6696698
2018-0344-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,8,2018,8,,18,1079102,92.6696698
2018-0129-USA,2018,Natural,Meteorological,Storm,,,USA,2018,4,2018,4,3,,1402832,92.6696698
2018-0419-USA,2018,Natural,Hydrological,Flood,Riverine flood,,USA,2018,10,2018,10,5,,431641,92.6696698
2018-0045-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,1,2018,1,22,,1079102,92.6696698
2018-0457-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,12,2018,12,2,,161865,92.6696698
2018-0342-USA,2018,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Florence,USA,2018,9,2018,9,53,1500000,15107424,92.6696698
2018-0010-USA,2018,Natural,Hydrological,Landslide,Mudslide,,USA,2018,1,2018,1,21,1366,971192,92.6696698
2018-0373-USA,2018,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Michael,USA,2018,10,2018,10,49,5000,17265628,92.6696698
2018-0279-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,7,2018,7,,,1618653,92.6696698
2018-0438-TCD,2018,Natural,Biological,Epidemic,Viral disease,Measles,TCD,2018,5,2019,4,90,4227,,92.6696698
2018-0046-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,1,2018,1,10,,53955,92.6696698
2018-0331-USA,2018,Natural,Hydrological,Flood,Flash flood,,USA,2018,9,2018,9,2,,269775,92.6696698
2018-0206-USA,2018,Natural,Meteorological,Storm,Convective storm,,USA,2018,5,2018,5,5,75,1564697,92.6696698
2018-0170-USA,2018,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Alberto',USA,2018,5,2018,5,5,,134888,92.6696698
2018-0409-USA,2018,Natural,Climatological,Wildfire,Forest fire,Camp Fire,USA,2018,6,2018,12,88,250000,17805178,92.6696698
2018-0359-USA,2018,Technological,Technological,Transport accident,Road,,USA,2018,10,2018,10,20,,,92.6696698
2018-0229-USA,2018,Technological,Technological,Transport accident,Water,,USA,2018,7,2018,7,17,,,92.6696698
2018-9476-USA,2018,Natural,Climatological,Drought,Drought,,USA,2018,1,2018,12,,,3237305,92.6696698
2018-0468-USA,2018,Natural,Climatological,Wildfire,,Woolsey Fire,USA,2018,11,2018,11,2,3,5611329,92.6696698
2018-0386-VEN,2018,Natural,Hydrological,Flood,Flash flood,,VEN,2018,9,2018,9,2,1000,,92.6696698
2018-0182-VEN,2018,Technological,Technological,Miscellaneous accident,Other,Stampede,VEN,2018,6,2018,6,17,,,92.6696698
2018-0290-VEN,2018,Natural,Hydrological,Flood,,,VEN,2018,8,2018,8,,9700,,92.6696698
2019-0086-USA,2019,Natural,Hydrological,Flood,,,USA,2019,2,2019,3,1,6000,,94.3490925
2019-0545-AUS,2019,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",Currowan,AUS,2019,9,2020,2,32,8883,2119787,94.3490925
2019-0089-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,2,2019,2,2,12,1271872,94.3490925
2019-0045-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,1,2019,1,10,,105989,94.3490925
2019-0090-USA,2019,Natural,Hydrological,Flood,,,USA,2019,2,2019,3,1,8000,,94.3490925
2019-0160-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,4,2019,4,8,177,1377862,94.3490925
2019-0116-USA,2019,Natural,Hydrological,Flood,Riverine flood,,USA,2019,3,2019,3,5,2000,10598936,94.3490925
2019-0046-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,1,2019,1,22,,,94.3490925
2019-0184-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,4,2019,4,5,,,94.3490925
2019-0532-CAN,2019,Natural,Meteorological,Storm,Convective storm,,CAN,2019,10,2019,11,1,,291471,94.3490925
2019-0007-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,1,2019,1,13,57,,94.3490925
2019-0081-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,3,2019,3,28,90,201380,94.3490925
2019-0174-VEN,2019,Technological,Technological,Transport accident,Water,Migrants,VEN,2019,4,2019,4,24,,,94.3490925
2019-0296-DEU,2019,Natural,Meteorological,Extreme temperature ,Heat wave,,DEU,2019,6,2019,6,4,,,94.3490925
2019-0366-DEU,2019,Natural,Meteorological,Extreme temperature ,Heat wave,,DEU,2019,7,2019,7,,,,94.3490925
2020-0418-CHE,2020,Natural,Meteorological,Storm,Convective storm,Storm 'Alex',CHE,2020,10,2020,10,,13,,95.51296742
2020-0019-AUS,2020,Natural,Meteorological,Storm,Convective storm,,AUS,2020,1,2020,1,,,1570467,95.51296742
2020-0266-CAN,2020,Natural,Meteorological,Storm,Convective storm,,CAN,2020,6,2020,6,,60000,1256374,95.51296742
2020-0053-AUS,2020,Natural,Hydrological,Flood,,,AUS,2020,2,2020,2,1,,1256374,95.51296742
2020-0595-AUS,2020,Natural,Meteorological,Storm,Convective storm,,AUS,2020,10,2020,10,,,1256374,95.51296742
2020-0191-CAN,2020,Natural,Hydrological,Flood,Riverine flood,,CAN,2020,4,2020,4,1,12936,1361072,95.51296742
2020-0051-DEU,2020,Natural,Meteorological,Storm,Extra-tropical storm,Storm 'Ciara' (Sabine),DEU,2020,2,2020,2,,33,,95.51296742
2019-0225-MEX,2019,Natural,Hydrological,Flood,,,MEX,2019,6,2019,6,7,3000,,94.3490925
2019-0500-KEN,2019,Natural,Hydrological,Flood,Flash flood,,KEN,2019,10,2019,12,90,233339,,94.3490925
2019-0557-KEN,2019,Natural,Hydrological,Landslide,Landslide,,KEN,2019,11,2019,11,97,120,,94.3490925
2019-0418-MEX,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Lorena',MEX,2019,9,2019,9,1,200,,94.3490925
2019-0519-MEX,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Fernand',MEX,2019,9,2019,9,1,,405939,94.3490925
2019-0630-KEN,2019,Natural,Biological,Insect infestation,Locust,,KEN,2020,2,2020,2,,,,94.3490925
2019-0450-MEX,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Narda',MEX,2019,9,2019,9,2,1000,,94.3490925
2019-0240-MEX,2019,Technological,Technological,Transport accident,Road,,MEX,2019,5,2019,5,21,30,,94.3490925
2019-0628-MEX,2019,Technological,Technological,Transport accident,Road,,MEX,2019,12,2019,12,14,12,,94.3490925
2019-0297-MEX,2019,Natural,Hydrological,Flood,,,MEX,2019,6,2019,6,2,142,,94.3490925
2019-0596-MEX,2019,Natural,Hydrological,Flood,,,MEX,2019,11,2019,12,3,500,,94.3490925
2020-0164-KEN,2020,Natural,Hydrological,Flood,,,KEN,2020,4,2020,6,285,810655,10470,95.51296742
2020-0219-MEX,2020,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Cristobal',MEX,2020,6,2020,6,,606,,95.51296742
2020-0353-MEX,2020,Natural,Hydrological,Flood,,,MEX,2020,8,2020,8,3,5100,,95.51296742
2020-0506-MEX,2020,Natural,Hydrological,Flood,,,MEX,2020,11,2020,11,27,90000,,95.51296742
2020-0316-MEX,2020,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Hanna',MEX,2020,7,2020,7,5,,141342,95.51296742
2020-0042-KEN,2020,Technological,Technological,Miscellaneous accident,Other,Stampede,KEN,2020,2,2020,2,13,39,,95.51296742
2020-0281-MEX,2020,Natural,Geophysical,Earthquake,Ground movement,,MEX,2020,6,2020,6,10,24393,78523,95.51296742
2020-0416-MEX,2020,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Gamma',MEX,2020,10,2020,10,6,3500,104698,95.51296742
2020-0474-MEX,2020,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Eta',MEX,2020,11,2020,11,31,,,95.51296742
2020-0483-MEX,2020,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Zeta',MEX,2020,10,2020,10,,,104698,95.51296742
2019-0453-TCD,2019,Natural,Hydrological,Landslide,Landslide,,TCD,2019,9,2019,9,52,37,,94.3490925
2019-0250-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,5,2019,5,3,150,,94.3490925
2019-0624-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,12,2019,12,18,,249075,94.3490925
2019-0593-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,11,2019,12,10,,,94.3490925
2019-0412-USA,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Dorian',USA,2019,8,2019,9,10,,1695830,94.3490925
2019-0417-USA,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm ' Imelda',USA,2019,9,2019,9,5,1000,3709628,94.3490925
2019-0415-TCD,2019,Natural,Hydrological,Flood,,,TCD,2019,9,2019,9,,423,,94.3490925
2019-0484-USA,2019,Natural,Meteorological,Storm,Convective storm,,USA,2019,10,2019,10,4,,2755723,94.3490925
2019-0306-USA,2019,Natural,Geophysical,Earthquake,Ground movement,,USA,2019,7,2019,7,,150,211979,94.3490925
2019-0335-USA,2019,Natural,Meteorological,Storm,Tropical cyclone,Tropical cylone 'Barry',USA,2019,7,2019,7,1,,635936,94.3490925
2019-0513-USA,2019,Natural,Climatological,Wildfire,Forest fire,Saddleridge fire & Sandalwood fire,USA,2019,10,2019,10,3,603,344465,94.3490925
2019-0517-USA,2019,Natural,Climatological,Wildfire,Forest fire,Kincade Fire,USA,2019,10,2019,10,,662,1377862,94.3490925
2019-0278-USA,2019,Technological,Technological,Transport accident,Air,Bimoteur,USA,2019,6,2019,6,11,,,94.3490925
2019-0341-USA,2019,Technological,Technological,Transport accident,Air,Bimotor,USA,2019,6,2019,6,10,,,94.3490925
2019-0447-USA,2019,Technological,Technological,Transport accident,Water,Tourist boat 'Conception',USA,2019,9,2019,9,67,,,94.3490925
2019-0307-USA,2019,Natural,Hydrological,Flood,,,USA,2019,6,2019,6,3,600,,94.3490925
2019-0261-VEN,2019,Technological,Technological,Transport accident,Road,,VEN,2019,6,2019,6,18,33,,94.3490925
2019-0262-VEN,2019,Technological,Technological,Transport accident,Water,Migrants,VEN,2019,6,2019,6,30,,,94.3490925
2019-0609-VEN,2019,Natural,Hydrological,Flood,,,VEN,2019,10,2019,10,6,2000,,94.3490925
2020-0583-USA,2020,Natural,Meteorological,Storm,Convective storm,,USA,2020,5,2020,5,2,,1675165,95.51296742
2020-0538-USA,2020,Natural,Meteorological,Storm,Convective storm,,USA,2020,11,2020,11,11,,366442,95.51296742
2020-0474-USA,2020,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Eta',USA,2020,11,2020,11,12,,1570467,95.51296742
